epoch,acc,loss,val_acc,val_loss
0,0.343237705,1.175370123,0.3953125,1.068782143
1,0.386270492,1.101072526,0.440625,1.013910006
2,0.426741803,1.053540775,0.4703125,0.983365482
3,0.511782787,0.980548404,0.575,0.915984812
4,0.53125,0.946326834,0.5375,0.919294386
5,0.561987705,0.88653412,0.56171875,0.857289959
6,0.625,0.812777917,0.671875,0.713444938
7,0.688012295,0.737593497,0.7453125,0.623167574
8,0.703381148,0.71229467,0.75,0.594390748
9,0.720286885,0.681450033,0.746875,0.618486594
10,0.743852459,0.633892934,0.7375,0.618891074
11,0.742315574,0.615567273,0.725,0.67962428
12,0.757684426,0.614815615,0.7484375,0.66235392
13,0.765881148,0.608597504,0.6796875,0.846390376
14,0.748463115,0.61173694,0.7140625,0.719463066
15,0.762295082,0.570915225,0.73671875,0.672725551
16,0.767418033,0.591576357,0.73671875,0.673985671
17,0.759221311,0.590088789,0.71875,0.724912731
18,0.764856557,0.566849811,0.71796875,0.755049959
19,0.795594262,0.525504861,0.74609375,0.691453604
20,0.81045082,0.508120351,0.7078125,0.837908839
21,0.804815574,0.507395747,0.728125,0.748314414
22,0.787909836,0.532863613,0.7296875,0.756190079
23,0.784836066,0.544672022,0.765625,0.618616221
24,0.795081967,0.513135992,0.77421875,0.660346769
25,0.807889344,0.516852672,0.73984375,0.751770344
26,0.825307377,0.468775704,0.76171875,0.701260003
27,0.817622951,0.474122927,0.7625,0.693239363
28,0.810963115,0.490683704,0.709375,0.859460141
29,0.813012295,0.489716563,0.75078125,0.665620531
30,0.828893443,0.457364756,0.70859375,0.874890468
31,0.821209016,0.454472484,0.7453125,0.819728381
32,0.849897541,0.434873538,0.7109375,0.999992611
33,0.835553279,0.438726654,0.7453125,0.903400013
34,0.825819672,0.430515815,0.73125,0.916194613
35,0.829918033,0.449149786,0.66328125,1.039646421
36,0.818647541,0.464131037,0.7484375,0.764018813
37,0.823770492,0.434608875,0.74453125,1.014301611
38,0.860143443,0.40586139,0.7171875,0.942221835
39,0.819672131,0.459115995,0.75,0.929433198
40,0.845286885,0.412022371,0.75859375,0.860600162
41,0.856045082,0.385946261,0.7375,0.986935169
42,0.859631148,0.38169552,0.75,0.892179317
43,0.84067623,0.406047172,0.7109375,0.891209911
44,0.846311475,0.405088113,0.734375,0.8959317
45,0.859631148,0.378261795,0.74921875,0.837122951
46,0.837602459,0.403115917,0.7671875,0.812906668
47,0.856045082,0.374105325,0.76875,0.843821083
48,0.859118852,0.36962622,0.753125,0.848600998
49,0.835553279,0.410909911,0.7875,0.842476156
50,0.865778689,0.358997393,0.76484375,0.792499276
51,0.861680328,0.356450711,0.7734375,0.878645563
52,0.864754098,0.35371269,0.765625,0.935592405
53,0.853483607,0.365606821,0.728125,1.205886877
54,0.867827869,0.353008045,0.75859375,0.912648975
55,0.861168033,0.345274024,0.72421875,1.075363772
