epoch,loss,val_loss
0,0.451412357,0.453046874
1,0.448859295,0.444664056
2,0.457654498,0.432804682
3,0.440410955,0.451179683
4,0.439636815,0.42220312
5,0.442833132,0.441882806
6,0.446579198,0.454531252
7,0.45608222,0.439093751
8,0.443053277,0.448296873
9,0.440358603,0.451664063
10,0.44555328,0.453601562
11,0.446798154,0.443273436
12,0.439354507,0.430593745
13,0.435623775,0.440632818
14,0.440665976,0.446585933
15,0.44747831,0.437742183
16,0.450753569,0.450117186
17,0.443815678,0.444789061
18,0.439245186,0.44448437
19,0.43920793,0.448499995
20,0.445156736,0.455382813
21,0.437136849,0.430421869
22,0.44575114,0.461671872
23,0.443756887,0.442617188
24,0.443613908,0.457281248
25,0.437226717,0.444640617
26,0.442489749,0.445085938
27,0.439313524,0.438101558
28,0.441531759,0.445195309
29,0.447766391,0.447945311
30,0.445087084,0.454093746
31,0.44566598,0.455976561
32,0.442177252,0.447742184
33,0.44528176,0.436414059
34,0.435302252,0.454734372
35,0.436494646,0.444656248
36,0.444814052,0.441453123
37,0.449897537,0.432367188
38,0.450225406,0.450398441
39,0.432873973,0.43682031
40,0.450153685,0.452804692
41,0.437745899,0.419054686
42,0.447843236,0.441874999
43,0.446481278,0.457921872
44,0.441325499,0.44460937
45,0.445056575,0.456335934
46,0.444287906,0.459468747
47,0.435169054,0.461273437
48,0.447161885,0.44823437
49,0.444718235,0.448617189
50,0.451162907,0.446632811
51,0.439513321,0.463718747
52,0.437757633,0.441374998
53,0.441029662,0.446773437
54,0.447768834,0.455648434
55,0.443079481,0.435375
56,0.45329351,0.451359373
57,0.441101429,0.447218752
58,0.445114486,0.462882812
59,0.452023558,0.44546875
60,0.439298155,0.447124992
61,0.441086068,0.441968749
62,0.448601433,0.462367181
63,0.449437114,0.448335934
64,0.451767415,0.448343745
65,0.438749998,0.436078121
66,0.442397537,0.456249996
67,0.442136271,0.451898441
68,0.451229506,0.439859373
69,0.444697742,0.446382809
70,0.448340159,0.450968746
71,0.441025555,0.44646875
72,0.432438522,0.456484374
73,0.450402037,0.467945312
74,0.449159835,0.426906249
75,0.44619877,0.44738281
76,0.449403579,0.438406245
77,0.4364959,0.433664054
78,0.445671104,0.460187501
79,0.445804299,0.455859372
80,0.443187706,0.454242183
81,0.450327871,0.459703122
82,0.433744877,0.439374998
83,0.431972335,0.44482031
84,0.444846307,0.448460935
85,0.444759218,0.445960937
86,0.437914955,0.456679686
87,0.43107582,0.448625001
88,0.442161883,0.448414061
89,0.444718235,0.435210935
90,0.449830941,0.441414057
91,0.444687496,0.436249997
92,0.444912909,0.446437497
93,0.439692622,0.442781248
94,0.443980531,0.432156248
95,0.445563519,0.450742188
96,0.442981553,0.442578121
97,0.443171103,0.444984374
98,0.446265365,0.441992185
99,0.443165982,0.446453122
100,0.450266393,0.440414058
101,0.43681352,0.456281246
102,0.449877046,0.456671876
103,0.454492824,0.450640623
104,0.428919059,0.445992182
105,0.44521004,0.440828125
106,0.445573772,0.443210941
107,0.437827867,0.451273436
108,0.441757173,0.449656244
109,0.445998974,0.442828123
110,0.445332993,0.439078124
111,0.44798668,0.454749997
112,0.434313522,0.454226562
113,0.443258197,0.458132812
114,0.444729571,0.449140624
115,0.44076844,0.434945308
116,0.441536881,0.452039061
117,0.443201844,0.440359378
118,0.442925205,0.438820312
119,0.442851199,0.443031254
120,0.453309425,0.446531247
121,0.441050198,0.45109375
122,0.455584014,0.455429679
123,0.440783811,0.442390618
124,0.453422131,0.447117186
125,0.445189547,0.449007812
126,0.448463112,0.456859366
127,0.446746927,0.449531253
128,0.445594259,0.454671869
129,0.442622946,0.433609374
130,0.441444671,0.442085935
131,0.449108604,0.439296874
132,0.446506145,0.464429685
133,0.449077864,0.436257811
134,0.444667004,0.443007807
135,0.432141392,0.459906244
136,0.446029709,0.460593744
137,0.436618854,0.449421868
138,0.446162907,0.448874997
139,0.445496925,0.434570308
140,0.449948766,0.42540625
141,0.4374334,0.43980469
142,0.444282781,0.446085936
143,0.438206966,0.446843749
144,0.446654711,0.438929687
145,0.439974381,0.447765625
146,0.442172125,0.438343748
147,0.44734631,0.449367183
148,0.437044056,0.432742187
149,0.443360653,0.438515624
150,0.448514339,0.44540625
151,0.447079915,0.443804686
152,0.448247949,0.451812503
153,0.452607583,0.435492188
154,0.44858606,0.45517968
155,0.445297129,0.433218744
156,0.453130119,0.436367185
157,0.449641389,0.44703906
158,0.444390367,0.452726559
159,0.441070696,0.448632813
160,0.444154711,0.451820315
161,0.438565571,0.447031249
162,0.445128077,0.44928906
163,0.455573769,0.435296872
164,0.439994874,0.439273438
165,0.44986168,0.446953119
166,0.447853482,0.455375002
167,0.447986679,0.458976556
