epoch,acc,loss,val_acc,val_loss
0,0.33984375,1.223982642,0.33125,1.170761578
1,0.359375,1.13774314,0.390625,1.068690281
2,0.421875,1.054109784,0.4515625,1.032086973
3,0.440104167,1.06062262,0.44609375,1.010032848
4,0.45703125,1.037533807,0.5046875,0.982257091
5,0.498697917,0.988274304,0.49140625,1.010892838
6,0.46875,1.009469482,0.490625,0.985276394
7,0.501302083,0.99061053,0.54140625,0.963880691
8,0.484375,0.971221916,0.56484375,0.902403712
9,0.52734375,0.944500715,0.5765625,0.900940368
10,0.563802083,0.895604645,0.58359375,0.871433443
11,0.58984375,0.824795,0.590625,0.914489481
12,0.618489583,0.803001235,0.6046875,0.808927535
13,0.626302083,0.809077511,0.6890625,0.69005208
14,0.66796875,0.742136853,0.73359375,0.646354234
15,0.68359375,0.731622453,0.659375,0.768064062
16,0.669270833,0.753439431,0.7671875,0.610891747
17,0.703125,0.722062243,0.734375,0.638535296
18,0.735677083,0.663576578,0.74296875,0.622486074
19,0.713541667,0.658619537,0.76171875,0.586592127
20,0.734375,0.626437781,0.7546875,0.66628316
21,0.744791667,0.620104333,0.75390625,0.622993778
22,0.7578125,0.628806313,0.71015625,0.748898625
23,0.752604167,0.61792176,0.6640625,0.773949388
24,0.759114583,0.604561254,0.725,0.699340332
25,0.783854167,0.540520916,0.71875,0.795425325
26,0.75390625,0.590434237,0.70703125,0.786240631
27,0.791666667,0.550197126,0.70703125,0.776341602
28,0.796875,0.521352567,0.6921875,0.748353511
29,0.764322917,0.606583515,0.70703125,0.769033808
30,0.782552083,0.5293983,0.73671875,0.765733491
31,0.815104167,0.48206746,0.76640625,0.676564251
32,0.81640625,0.485049597,0.7109375,0.873662966
33,0.803385417,0.517920468,0.6203125,1.117667823
34,0.799479167,0.52982828,0.71171875,0.83016765
35,0.7890625,0.539126137,0.734375,0.719178752
36,0.802083333,0.512328544,0.6828125,0.914733735
37,0.8125,0.518980843,0.74921875,0.741405936
38,0.802083333,0.515999104,0.74765625,0.774678797
39,0.84375,0.435723493,0.68359375,0.991315134
40,0.815104167,0.483617257,0.721875,0.744770566
41,0.845052083,0.417124281,0.7515625,0.769142462
42,0.81640625,0.464355289,0.73203125,0.926776662
43,0.830729167,0.453456962,0.74375,0.887711506
44,0.82421875,0.466892298,0.72578125,1.026037881
45,0.8203125,0.476745106,0.70546875,0.879500776
46,0.83984375,0.44759463,0.7359375,0.832741756
47,0.821614583,0.471160807,0.7625,0.79870102
48,0.815104167,0.472411873,0.72265625,0.996012979
49,0.834635417,0.451144724,0.63828125,1.247836265
50,0.815104167,0.492804326,0.703125,0.819357657
51,0.834635417,0.430798131,0.6859375,1.088512816
52,0.845052083,0.402880706,0.7390625,0.735992863
53,0.854166667,0.384589041,0.73203125,1.146751128
54,0.848958333,0.412635413,0.7421875,0.829769596
55,0.850260417,0.391618209,0.7390625,0.881638351
56,0.841145833,0.425139022,0.72890625,0.922593802
57,0.834635417,0.415031989,0.73046875,0.886784419
58,0.826822917,0.451687747,0.7296875,1.137809452
59,0.880208333,0.357846318,0.7390625,0.882553275
60,0.846354167,0.393578341,0.6796875,1.27674745
61,0.869791667,0.357673731,0.75078125,0.8730087
62,0.864583333,0.36320223,0.75078125,0.98483965
63,0.8671875,0.360918117,0.70390625,1.230712271
64,0.859375,0.377168691,0.684375,1.120481302
65,0.861979167,0.378380229,0.7484375,0.788742524
66,0.860677083,0.360742189,0.740625,0.973256025
