epoch,acc,loss,val_acc,val_loss
65,0.867398649,0.365427672,0.73125,1.243512866
66,0.86402027,0.359516222,0.71171875,1.439183037
67,0.875,0.327208586,0.69453125,1.244634148
68,0.867398649,0.33931373,0.78671875,0.784549947
69,0.880912162,0.328926395,0.6984375,1.294645718
70,0.871621622,0.358982676,0.709375,1.301675078
71,0.869087838,0.341751332,0.7359375,1.432603528
72,0.862331081,0.363353496,0.72578125,1.545413987
73,0.86402027,0.352415049,0.72734375,1.279591762
74,0.884290541,0.315777282,0.7421875,1.359800093
75,0.864864865,0.33534187,0.721875,1.525783253
76,0.878378378,0.314359322,0.7171875,1.361506099
77,0.869087838,0.349555548,0.72265625,1.343387666
78,0.874155405,0.33360836,0.70390625,1.285813694
79,0.865709459,0.346879017,0.75546875,1.074023278
80,0.869932432,0.347567537,0.75859375,1.106552507
81,0.876689189,0.322585716,0.7,1.446673509
82,0.887668919,0.31464003,0.6921875,1.554448493
83,0.881756757,0.309752994,0.7484375,1.339697857
84,0.884290541,0.300426923,0.74453125,1.443211433
85,0.871621622,0.333052535,0.7765625,0.863586926
86,0.875,0.316854216,0.72578125,1.231580575
87,0.880067568,0.312597007,0.68203125,1.519791796
88,0.889358108,0.288021211,0.734375,1.414719491
89,0.879222973,0.312179466,0.7171875,1.368269803
90,0.875,0.318671694,0.7328125,1.490664195
91,0.875844595,0.332171501,0.71484375,1.282218187
92,0.884290541,0.285636006,0.73203125,1.645116863
93,0.869932432,0.323426446,0.759375,1.256826287
94,0.885135135,0.295076529,0.734375,1.600541642
95,0.881756757,0.309527864,0.75859375,1.159337761
96,0.896959459,0.275601857,0.7859375,1.200715359
97,0.885135135,0.27540514,0.7296875,1.564630441
98,0.891047297,0.273042013,0.73203125,1.431421469
99,0.893581081,0.258410443,0.78203125,1.343577026
100,0.866554054,0.323893683,0.75625,1.182117429
101,0.891047297,0.268773621,0.77734375,1.157612576
102,0.880912162,0.292174977,0.74921875,1.405627756
103,0.891891892,0.276480659,0.765625,1.383262838
104,0.89527027,0.277055419,0.7546875,1.063023645
105,0.89527027,0.265598056,0.7546875,1.289919628
106,0.891047297,0.280396065,0.76015625,1.272360937
107,0.883445946,0.278095462,0.7359375,1.436359362
108,0.898648649,0.268370948,0.753125,1.285638168
109,0.893581081,0.296789844,0.721875,1.444786412
110,0.894425676,0.270661596,0.725,1.4334939
111,0.873310811,0.321098473,0.71796875,1.240604
112,0.899493243,0.250202852,0.80390625,1.046307761
113,0.866554054,0.324962566,0.69921875,1.444894665
114,0.896959459,0.262688392,0.740625,1.207099428
115,0.892736486,0.265654907,0.740625,1.431292649
116,0.899493243,0.239339071,0.73984375,1.409815071
117,0.891047297,0.256321377,0.71875,1.820804416
118,0.873310811,0.31421718,0.74453125,1.340895964
119,0.902871622,0.244450346,0.7578125,1.341255276
120,0.902871622,0.238168461,0.76171875,1.526796097
121,0.899493243,0.249284748,0.7609375,1.312596065
122,0.890202703,0.259028842,0.74296875,1.303003992
123,0.914695946,0.223923147,0.75859375,1.162643124
124,0.892736486,0.270692616,0.725,1.481092654
125,0.872466216,0.289287757,0.69609375,2.077641165
126,0.874155405,0.301219706,0.721875,1.354529908
127,0.884290541,0.288857728,0.71640625,1.558950344
128,0.900337838,0.244477142,0.72109375,1.653892994
129,0.883445946,0.280506564,0.75703125,1.11949855
130,0.89527027,0.243417927,0.71640625,1.804744199
131,0.894425676,0.255433482,0.76484375,1.340332916
132,0.89527027,0.247980674,0.7796875,1.357918764
133,0.900337838,0.253981025,0.753125,1.379983407
134,0.894425676,0.24353442,0.74609375,1.514742182
135,0.901182432,0.234790536,0.7515625,1.700509116
136,0.918074324,0.201132432,0.7640625,1.368480381
137,0.890202703,0.240588174,0.7484375,1.711110036
138,0.885135135,0.268879768,0.75234375,1.462909175
139,0.885135135,0.270476144,0.771875,1.268130863
140,0.902027027,0.238167499,0.72109375,1.651161788
141,0.897804054,0.235035183,0.746875,1.548059238
142,0.89527027,0.25268946,0.75859375,1.470443566
143,0.897804054,0.223606208,0.759375,1.429987688
144,0.901182432,0.25230065,0.75,1.475437514
145,0.896114865,0.256273446,0.73828125,1.429011482
146,0.914695946,0.215177932,0.7453125,1.524617891
147,0.905405405,0.237010336,0.72421875,1.885377733
148,0.88597973,0.265013642,0.7828125,1.129048885
149,0.888513514,0.257482382,0.7421875,1.27294516
150,0.89527027,0.242133131,0.771875,1.307890492
151,0.899493243,0.238646154,0.715625,1.58814961
152,0.912162162,0.210145985,0.7765625,1.22684682
153,0.889358108,0.248597817,0.74296875,1.310974814
154,0.908783784,0.209794062,0.7609375,1.498489805
155,0.896959459,0.230906513,0.75390625,1.504172582
156,0.900337838,0.228473449,0.74296875,1.594936022
157,0.903716216,0.242035692,0.78125,1.037311967
158,0.896959459,0.243610182,0.74921875,1.253120103
159,0.896959459,0.248972254,0.7171875,1.766040342
160,0.891891892,0.246899559,0.77265625,1.380349383
161,0.900337838,0.238220499,0.715625,1.717296153
162,0.907939189,0.20660791,0.73046875,1.697322309
163,0.913006757,0.211948501,0.7515625,1.672530232
164,0.908783784,0.197915566,0.76953125,1.47952683
165,0.903716216,0.230085332,0.7671875,1.423810622
166,0.901182432,0.22842235,0.73359375,1.961141612
167,0.909628378,0.214749791,0.75859375,1.213223767
168,0.890202703,0.259552386,0.7671875,1.318865226
169,0.902871622,0.228419723,0.7703125,1.28160666
170,0.910472973,0.231947286,0.71640625,1.948057772
171,0.889358108,0.256699164,0.7546875,1.451627081
172,0.911317568,0.205144082,0.79921875,1.216921886
173,0.92652027,0.201439754,0.75625,1.368641996
174,0.905405405,0.20618238,0.76171875,1.466160895
175,0.89527027,0.22334286,0.73515625,1.377863148
176,0.908783784,0.208451824,0.728125,1.696155538
177,0.896114865,0.236427047,0.71015625,1.841944814
178,0.905405405,0.235467632,0.740625,1.441463479
179,0.927364865,0.188336032,0.73671875,1.818684332
180,0.905405405,0.209508944,0.7515625,1.553968129
181,0.903716216,0.205433405,0.74140625,1.583002421
182,0.909628378,0.218115584,0.76484375,1.513108005
183,0.918918919,0.19092436,0.75859375,1.463291048
184,0.918918919,0.192375586,0.80859375,1.26137283
185,0.916385135,0.189070109,0.80859375,1.349258669
186,0.91722973,0.202229783,0.784375,1.127961902
187,0.896114865,0.241984407,0.803125,1.171161821
188,0.900337838,0.220973859,0.78515625,1.268166512
189,0.910472973,0.208627672,0.72578125,1.819115737
190,0.908783784,0.202212502,0.7546875,1.497525495
191,0.925675676,0.179798854,0.73828125,1.748168425
192,0.913851351,0.187430383,0.71953125,1.675597386
193,0.919763514,0.196838106,0.771875,1.44295241
194,0.900337838,0.223223624,0.7703125,1.336563692
195,0.902027027,0.220411143,0.75546875,1.438415614
196,0.910472973,0.190117166,0.75625,1.327051161
197,0.902027027,0.219991288,0.72265625,1.585570969
198,0.903716216,0.212921216,0.77734375,1.30422934
199,0.922297297,0.193551428,0.77734375,1.391892327
