epoch,acc,loss,val_acc,val_loss
0,0.5564024390243902,0.6877141769339399,0.76796875,0.5445265114307404
1,0.6684451219512195,0.6082058985058855,0.79609375,0.46494545191526415
2,0.7530487804878049,0.5188214342768599,0.8203125,0.41276587918400764
3,0.7888719512195121,0.45848267834361006,0.84921875,0.34433838054537774
4,0.8391768292682927,0.3757200582725246,0.8875,0.2755704462528229
5,0.868140243902439,0.32612681425199275,0.8921875,0.3032223669812083
6,0.8910060975609756,0.28167370488730875,0.88125,0.285456314869225
7,0.9100609756097561,0.24432517606310727,0.90234375,0.29584817490540444
8,0.9291158536585366,0.19738457569988763,0.92265625,0.2253851817222312
9,0.9199695121951219,0.18690635736395672,0.91484375,0.21903361252043396
10,0.9474085365853658,0.13675684618150316,0.9359375,0.16989556226180866
11,0.9504573170731707,0.13704411812671802,0.91875,0.2806303532619495
12,0.9573170731707317,0.116692725841592,0.9390625,0.20047887127730063
13,0.9565548780487805,0.10891257844320158,0.94140625,0.19982247676307452
14,0.9664634146341463,0.08835330260236089,0.93125,0.2767973908223212
15,0.9733231707317073,0.08421303858844245,0.9375,0.22786648927722125
16,0.9763719512195121,0.06838150263377805,0.95234375,0.1387645336530113
17,0.9824695121951219,0.05660910870334724,0.9328125,0.24878507959656418
18,0.9763719512195121,0.06804424403916771,0.94609375,0.18012543613658635
19,0.9748475609756098,0.06809372663861368,0.93984375,0.20989559428089705
20,0.9817073170731707,0.05612783626903121,0.9421875,0.2446866559330374
21,0.975609756097561,0.06396239896009608,0.95546875,0.15175291529867535
22,0.9878048780487805,0.04380495825827849,0.94140625,0.2552906591852661
23,0.9900914634146342,0.03994115038843053,0.9390625,0.26469278456352185
24,0.9870426829268293,0.038765233112271966,0.946875,0.23265906656324659
25,0.9855182926829268,0.03535957263055735,0.9578125,0.18324362041748826
26,0.9916158536585366,0.031238369818311185,0.95546875,0.15878151149136102
27,0.9870426829268293,0.03635983739229964,0.9625,0.17138802427306815
28,0.9969512195121951,0.019788373341193287,0.95,0.21903212470465405
29,0.9939024390243902,0.01906854640011017,0.95078125,0.17104991551277635
30,0.9939024390243902,0.024008398850039556,0.96640625,0.12177608420108754
31,0.9908536585365854,0.027206641204496163,0.98046875,0.059375617641009626
32,0.993140243902439,0.022961707706222446,0.9296875,0.44486196743091566
33,0.9939024390243902,0.020366845317412077,0.93203125,0.38499102016303366
34,0.9969512195121951,0.012829332010502495,0.9453125,0.33346135962316337
35,0.9969512195121951,0.011559916250606454,0.94609375,0.2734928555386432
36,0.9961890243902439,0.013640205250916684,0.95078125,0.19563098037388044
37,0.9992378048780488,0.007104599534636136,0.9359375,0.38205057607374326
38,0.9946646341463414,0.013621426122149498,0.946875,0.25938167775572085
39,0.9977134146341463,0.009053134656136446,0.95078125,0.2408553476612724
40,0.9977134146341463,0.006319479119577785,0.96015625,0.198744275992658
41,0.9969512195121951,0.008526599092874676,0.9625,0.19938764906051176
42,0.9977134146341463,0.006968474542301875,0.946875,0.28941933908354256
43,0.9984756097560976,0.006303236506760075,0.95234375,0.21799907306785826
44,1.0,0.004516266818227894,0.93515625,0.46825560875516886
45,0.9977134146341463,0.006527653195761803,0.9453125,0.3897448078605521
46,0.9984756097560976,0.007415097212509774,0.96953125,0.18188437024482482
47,0.9984756097560976,0.004199604435309927,0.934375,0.44285675686733156
48,0.9969512195121951,0.006830970367357112,0.940625,0.41770929241756677
49,0.9984756097560976,0.0057424063760242085,0.94140625,0.4033668153475446
50,0.9977134146341463,0.005488570754007414,0.95390625,0.2844681101589231
51,0.9992378048780488,0.0033728471025824547,0.95859375,0.2127705077304654
