epoch,loss,val_loss
152,0.103195028,0.11598432
153,0.097877783,0.116926713
154,0.103362976,0.109020145
155,0.09696237,0.110251899
156,0.098032146,0.110564304
157,0.101812837,0.114230641
158,0.096002005,0.11596221
159,0.096996313,0.117105684
160,0.097363049,0.111616466
161,0.101456053,0.111930014
162,0.096316439,0.119717024
163,0.097941126,0.112906898
164,0.094781955,0.113357822
165,0.09909041,0.122088148
166,0.101100734,0.119975742
167,0.100096328,0.120062708
168,0.101423096,0.1133929
169,0.09918672,0.1136093
170,0.09997721,0.111169047
171,0.097042281,0.121481696
172,0.102046361,0.113015568
173,0.098226465,0.125221562
174,0.096271161,0.116789979
175,0.09903169,0.12190573
176,0.096041502,0.115655416
177,0.093713316,0.115418213
178,0.105511814,0.117937631
179,0.096077863,0.116689181
180,0.097476823,0.114023585
181,0.094459052,0.11261237
182,0.089667225,0.10795327
183,0.097657307,0.111196739
184,0.095417581,0.112243047
185,0.097462368,0.112824193
186,0.094550456,0.112518123
187,0.097471079,0.120188488
188,0.096676515,0.111642394
189,0.097065202,0.114497067
190,0.096180996,0.122366058
191,0.094225857,0.115220079
192,0.094534706,0.123870514
193,0.099039895,0.109229466
194,0.096480059,0.110196722
195,0.092928256,0.117000516
196,0.096034766,0.117903316
197,0.093718111,0.119858543
198,0.092052657,0.114097936
199,0.09537656,0.115669198
